Info 0    [07:21:37.265] Starting TS Server
Info 319  [07:24:07.413] getCompletionData: Semantic work: 0.27891299966722727
Info 320  [07:24:07.413] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.3182880003005266
Info 321  [07:24:07.413] getCompletionData: Get current token: 0.007273000665009022
Info 322  [07:24:07.413] getCompletionData: Is inside comment: 0.015067999251186848
Info 323  [07:24:07.413] getCompletionData: Get previous token: 0.011531000025570393
Info 324  [07:24:07.414] getCompletionsAtPosition: isCompletionListBlocker: 0.003247000277042389
Info 325  [07:24:07.414] getCompletionData: Semantic work: 0.2843429995700717
Info 326  [07:24:07.414] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.2657590005546808
Info 327  [07:24:07.414] getCompletionData: Get current token: 0.00410699937492609
Info 328  [07:24:07.414] getCompletionData: Is inside comment: 0.012653999961912632
Info 329  [07:24:07.415] getCompletionData: Get previous token: 0.010369000025093555
Info 330  [07:24:07.415] getCompletionsAtPosition: isCompletionListBlocker: 0.003046000376343727
Info 331  [07:24:07.415] getCompletionData: Semantic work: 0.12832999974489212
Info 332  [07:24:07.415] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.25538900028914213
Info 333  [07:24:07.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 334  [07:24:07.441] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 25.368982000276446ms
Info 335  [07:24:07.441] Different program with same set of files
Info 336  [07:24:07.595] getCompletionData: Get current token: 0.004539000801742077
Info 337  [07:24:07.595] getCompletionData: Is inside comment: 0.01335499994456768
Info 338  [07:24:07.595] getCompletionData: Get previous token: 0.022392000071704388
Info 339  [07:24:07.595] getCompletionsAtPosition: isCompletionListBlocker: 0.07582200039178133
Info 340  [07:24:07.596] getCompletionData: Semantic work: 0.4062230000272393
Info 341  [07:24:07.597] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8817839995026588
Info 342  [07:24:07.597] getCompletionData: Get current token: 0.003647000528872013
Info 343  [07:24:07.597] getCompletionData: Is inside comment: 0.010819999501109123
Info 344  [07:24:07.597] getCompletionData: Get previous token: 0.018825000151991844
Info 345  [07:24:07.597] getCompletionsAtPosition: isCompletionListBlocker: 0.004699000157415867
Info 346  [07:24:07.598] getCompletionData: Semantic work: 0.23100300040096045
Info 347  [07:24:07.598] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.25426699966192245
Info 348  [07:24:07.598] getCompletionData: Get current token: 0.004970000125467777
Info 349  [07:24:07.598] getCompletionData: Is inside comment: 0.0173120005056262
Info 350  [07:24:07.598] getCompletionData: Get previous token: 0.02198099996894598
Info 351  [07:24:07.598] getCompletionsAtPosition: isCompletionListBlocker: 0.0030549997463822365
Info 352  [07:24:07.599] getCompletionData: Semantic work: 0.16528999991714954
Info 353  [07:24:07.599] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.2423750003799796
Info 354  [07:24:07.599] getCompletionData: Get current token: 0.0033459998667240143
Info 355  [07:24:07.599] getCompletionData: Is inside comment: 0.010027999989688396
Info 356  [07:24:07.599] getCompletionData: Get previous token: 0.018094000406563282
Info 357  [07:24:07.599] getCompletionsAtPosition: isCompletionListBlocker: 0.0025850003585219383
Info 358  [07:24:07.599] getCompletionData: Semantic work: 0.10072899982333183
Info 359  [07:24:07.600] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.2309529995545745
Info 360  [07:24:07.600] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 361  [07:24:07.622] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 22.323846000246704ms
Info 362  [07:24:07.622] Different program with same set of files
Info 363  [07:24:07.797] getCompletionData: Get current token: 0.00445799995213747
Info 364  [07:24:07.797] getCompletionData: Is inside comment: 0.01157199963927269
Info 365  [07:24:07.804] getCompletionData: Get previous token: 0.017934000119566917
Info 366  [07:24:07.804] getCompletionsAtPosition: isCompletionListBlocker: 0.0037170005962252617
Info 367  [07:24:07.805] getCompletionData: Semantic work: 0.5144759994000196
Info 368  [07:24:07.806] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.7686620000749826
Info 369  [07:24:08.227] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 370  [07:24:08.243] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 15.967296999879181ms
Info 371  [07:24:08.243] Different program with same set of files
Info 372  [07:24:08.585] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 373  [07:24:08.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 22.221105000004172ms
Info 374  [07:24:08.607] Different program with same set of files
Info 375  [07:24:08.892] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 376  [07:24:08.918] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 25.81623199954629ms
Info 377  [07:24:08.918] Different program with same set of files
Info 378  [07:24:09.740] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 379  [07:24:09.768] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 28.67779199965298ms
Info 380  [07:24:09.768] Different program with same set of files
Info 381  [07:24:09.865] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 382  [07:24:09.893] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false structureIsReused:: Completely Elapsed: 28.037008999846876ms
Info 383  [07:24:09.893] Different program with same set of files
Info 384  [07:24:14.229] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 385  [07:24:14.255] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false structureIsReused:: Completely Elapsed: 25.85090700071305ms
Info 386  [07:24:14.255] Different program with same set of files
Info 387  [07:24:16.199] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 388  [07:24:16.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 26.89541499968618ms
Info 389  [07:24:16.226] Different program with same set of files
Info 390  [07:26:37.023] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 391  [07:26:37.069] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 46.61260100081563ms
Info 392  [07:26:37.069] Different program with same set of files
Info 393  [07:26:37.114] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 394  [07:26:37.137] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 23.074186000041664ms
Info 395  [07:26:37.137] Different program with same set of files
Info 396  [07:26:37.627] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 397  [07:26:37.660] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 32.67581500019878ms
Info 398  [07:26:37.660] Different program with same set of files
Info 399  [07:26:37.660] getCompletionData: Get current token: 0.003957999870181084
Info 400  [07:26:37.660] getCompletionData: Is inside comment: 0.010470000095665455
Info 401  [07:26:37.660] getCompletionData: Get previous token: 0.01614100020378828
Info 402  [07:26:37.661] getCompletionsAtPosition: isCompletionListBlocker: 0.4036179995164275
Info 403  [07:26:37.667] getExportInfoMap: cache hit
Info 404  [07:26:37.673] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 405  [07:26:37.673] collectAutoImports: response is complete
Info 406  [07:26:37.673] collectAutoImports: 5.800636999309063
Info 407  [07:26:37.673] getCompletionData: Semantic work: 12.25117199961096
Info 408  [07:26:37.686] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.601258999668062
Info 409  [07:26:38.652] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 410  [07:26:38.678] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 25.990217000246048ms
Info 411  [07:26:38.678] Different program with same set of files
Info 412  [07:26:38.678] getCompletionData: Get current token: 0.003557000309228897
Info 413  [07:26:38.678] getCompletionData: Is inside comment: 0.011682000011205673
Info 414  [07:26:38.678] getCompletionData: Get previous token: 0.015579000115394592
Info 415  [07:26:38.679] getCompletionsAtPosition: isCompletionListBlocker: 0.018554999493062496
Info 416  [07:26:38.682] getExportInfoMap: cache hit
Info 417  [07:26:38.689] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 418  [07:26:38.689] collectAutoImports: response is complete
Info 419  [07:26:38.689] collectAutoImports: 6.892746000550687
Info 420  [07:26:38.689] getCompletionData: Semantic work: 10.110035000368953
Info 421  [07:26:38.702] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.493765000253916
Info 422  [07:26:38.788] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 423  [07:26:38.814] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 25.43965299986303ms
Info 424  [07:26:38.814] Different program with same set of files
Info 425  [07:26:38.814] getCompletionData: Get current token: 0.003507000394165516
Info 426  [07:26:38.814] getCompletionData: Is inside comment: 0.009116999804973602
Info 427  [07:26:38.814] getCompletionData: Get previous token: 0.01461699977517128
Info 428  [07:26:38.814] getCompletionsAtPosition: isCompletionListBlocker: 0.017602999694645405
Info 429  [07:26:38.817] getExportInfoMap: cache hit
Info 430  [07:26:38.826] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 431  [07:26:38.826] collectAutoImports: response is complete
Info 432  [07:26:38.826] collectAutoImports: 8.619075999595225
Info 433  [07:26:38.826] getCompletionData: Semantic work: 11.26568299997598
Info 434  [07:26:38.837] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.908643000759184
Info 435  [07:26:39.111] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 436  [07:26:39.136] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 25.233647000044584ms
Info 437  [07:26:39.136] Different program with same set of files
Info 438  [07:26:39.521] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 439  [07:26:39.546] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 24.934055999852717ms
Info 440  [07:26:39.546] Different program with same set of files
Info 441  [07:29:46.625] Search path: /home/jason/web_apps/img-effects/public
Info 442  [07:29:46.625] For info: /home/jason/web_apps/img-effects/public/main.js :: No config files found.
Info 443  [07:29:46.625] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 444  [07:29:46.654] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 28.883396999910474ms
Info 445  [07:29:46.654] Project '/dev/null/inferredProject1*' (Inferred)
Info 446  [07:29:46.654] 	Files (168)

Info 447  [07:29:46.654] -----------------------------------------------
Info 448  [07:29:48.425] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 449  [07:29:48.454] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 28.53548500034958ms
Info 450  [07:29:48.454] Different program with same set of files
Info 451  [07:29:48.454] getCompletionData: Get current token: 0.002954999916255474
Info 452  [07:29:48.454] getCompletionData: Is inside comment: 0.009847999550402164
Info 453  [07:29:48.454] getCompletionData: Get previous token: 0.016541000455617905
Info 454  [07:29:48.454] getCompletionsAtPosition: isCompletionListBlocker: 0.01811400055885315
Info 455  [07:29:48.457] getExportInfoMap: cache miss or empty; calculating new results
Info 456  [07:29:48.487] getExportInfoMap: done in 30.141127000562847 ms
Info 457  [07:29:48.495] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 458  [07:29:48.495] collectAutoImports: response is complete
Info 459  [07:29:48.495] collectAutoImports: 7.953347000293434
Info 460  [07:29:48.495] getCompletionData: Semantic work: 40.53265100065619
Info 461  [07:29:48.504] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.58449999988079
Info 462  [07:29:49.284] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 463  [07:29:49.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 31.09189200028777ms
Info 464  [07:29:49.315] Different program with same set of files
Info 465  [07:29:50.493] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 466  [07:29:50.519] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 26.13944600056857ms
Info 467  [07:29:50.519] Different program with same set of files
Info 468  [07:29:57.435] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 469  [07:29:57.473] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 37.36086700018495ms
Info 470  [07:29:57.473] Different program with same set of files
Info 471  [07:31:50.369] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 472  [07:31:50.405] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false structureIsReused:: Completely Elapsed: 35.571239000186324ms
Info 473  [07:31:50.405] Different program with same set of files
Info 474  [07:31:51.109] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 475  [07:31:51.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false structureIsReused:: Completely Elapsed: 24.863501999527216ms
Info 476  [07:31:51.134] Different program with same set of files
Info 477  [07:31:51.134] getCompletionData: Get current token: 0.003557000309228897
Info 478  [07:31:51.134] getCompletionData: Is inside comment: 0.010250000283122063
Info 479  [07:31:51.134] getCompletionData: Get previous token: 0.015389000065624714
Info 480  [07:31:51.135] getCompletionsAtPosition: isCompletionListBlocker: 0.4661839995533228
Info 481  [07:31:51.141] getExportInfoMap: cache hit
Info 482  [07:31:51.143] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 483  [07:31:51.143] collectAutoImports: response is complete
Info 484  [07:31:51.143] collectAutoImports: 2.2313270000740886
Info 485  [07:31:51.143] getCompletionData: Semantic work: 8.46839200053364
Info 486  [07:31:51.150] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.283133000135422
Info 487  [07:31:51.880] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 488  [07:31:51.911] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false structureIsReused:: Completely Elapsed: 30.996512999758124ms
Info 489  [07:31:51.911] Different program with same set of files
Info 490  [07:31:51.911] getCompletionData: Get current token: 0.003978000022470951
Info 491  [07:31:51.911] getCompletionData: Is inside comment: 0.010218999348580837
Info 492  [07:31:51.911] getCompletionData: Get previous token: 0.016280999407172203
Info 493  [07:31:51.911] getCompletionsAtPosition: isCompletionListBlocker: 0.01903500035405159
Info 494  [07:31:51.915] getExportInfoMap: cache hit
Info 495  [07:31:51.921] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 496  [07:31:51.921] collectAutoImports: response is complete
Info 497  [07:31:51.921] collectAutoImports: 5.725934999994934
Info 498  [07:31:51.921] getCompletionData: Semantic work: 9.594106000848114
Info 499  [07:31:51.933] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.209413999691606
Info 500  [07:31:51.998] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 501  [07:31:52.019] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false structureIsReused:: Completely Elapsed: 20.01773799955845ms
Info 502  [07:31:52.019] Different program with same set of files
Info 503  [07:31:52.019] getCompletionData: Get current token: 0.0027550002560019493
Info 504  [07:31:52.019] getCompletionData: Is inside comment: 0.007683999836444855
Info 505  [07:31:52.019] getCompletionData: Get previous token: 0.011872000060975552
Info 506  [07:31:52.019] getCompletionsAtPosition: isCompletionListBlocker: 0.015068000182509422
Info 507  [07:31:52.022] getExportInfoMap: cache hit
Info 508  [07:31:52.028] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 509  [07:31:52.028] collectAutoImports: response is complete
Info 510  [07:31:52.028] collectAutoImports: 6.183624999597669
Info 511  [07:31:52.028] getCompletionData: Semantic work: 9.12239099945873
Info 512  [07:31:52.036] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.184209999628365
Info 513  [07:31:52.110] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 514  [07:31:52.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false structureIsReused:: Completely Elapsed: 23.74450199957937ms
Info 515  [07:31:52.134] Different program with same set of files
Info 516  [07:31:52.134] getCompletionData: Get current token: 0.003496999852359295
Info 517  [07:31:52.134] getCompletionData: Is inside comment: 0.009957999922335148
Info 518  [07:31:52.134] getCompletionData: Get previous token: 0.015649999491870403
Info 519  [07:31:52.134] getCompletionsAtPosition: isCompletionListBlocker: 0.017052000388503075
Info 520  [07:31:52.137] getExportInfoMap: cache hit
Info 521  [07:31:52.145] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 522  [07:31:52.145] collectAutoImports: response is complete
Info 523  [07:31:52.145] collectAutoImports: 7.926455999724567
Info 524  [07:31:52.145] getCompletionData: Semantic work: 10.9640769995749
Info 525  [07:31:52.153] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.740966999903321
Info 526  [07:31:52.511] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 527  [07:31:52.536] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false structureIsReused:: Completely Elapsed: 25.32435700017959ms
Info 528  [07:31:52.536] Different program with same set of files
Info 529  [07:31:52.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 530  [07:31:52.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false structureIsReused:: Completely Elapsed: 24.996261999942362ms
Info 531  [07:31:52.888] Different program with same set of files
Info 532  [07:31:59.578] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 533  [07:31:59.602] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false structureIsReused:: Completely Elapsed: 24.444565000012517ms
Info 534  [07:31:59.603] Different program with same set of files
Info 535  [07:32:01.762] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 536  [07:32:01.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 25.101650000549853ms
Info 537  [07:32:01.788] Different program with same set of files
Info 538  [07:32:02.393] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 539  [07:32:02.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 24.62408300023526ms
Info 540  [07:32:02.418] Different program with same set of files
Info 541  [07:32:02.864] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 542  [07:32:02.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 25.51867299992591ms
Info 543  [07:32:02.890] Different program with same set of files
Info 544  [07:32:03.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 545  [07:32:03.210] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 21.444566000252962ms
Info 546  [07:32:03.210] Different program with same set of files
Info 547  [07:32:03.507] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 548  [07:32:03.533] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 25.220170999877155ms
Info 549  [07:32:03.533] Different program with same set of files
Info 550  [07:32:03.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 551  [07:32:03.815] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 25.31207299977541ms
Info 552  [07:32:03.815] Different program with same set of files
Info 553  [07:32:04.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 554  [07:32:04.213] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 25.02028700057417ms
Info 555  [07:32:04.213] Different program with same set of files
Info 556  [07:32:04.636] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 557  [07:32:04.660] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 24.676009999588132ms
Info 558  [07:32:04.660] Different program with same set of files
Info 559  [07:32:05.056] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 560  [07:32:05.081] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 25.0003890004009ms
Info 561  [07:32:05.081] Different program with same set of files
Info 562  [07:32:05.584] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 563  [07:32:05.610] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 26.23398400004953ms
Info 564  [07:32:05.610] Different program with same set of files
Info 565  [07:32:06.190] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 566  [07:32:06.215] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 24.9436130002141ms
Info 567  [07:32:06.215] Different program with same set of files
Info 568  [07:32:07.773] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 569  [07:32:07.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 25.569558000192046ms
Info 570  [07:32:07.799] Different program with same set of files
Info 571  [07:32:10.618] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 572  [07:32:10.643] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false structureIsReused:: Completely Elapsed: 25.62466899957508ms
Info 573  [07:32:10.643] Different program with same set of files
Info 574  [07:32:13.301] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 575  [07:32:13.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false structureIsReused:: Completely Elapsed: 25.320079000666738ms
Info 576  [07:32:13.327] Different program with same set of files
Info 577  [07:32:13.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 578  [07:32:13.727] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false structureIsReused:: Completely Elapsed: 24.74323599971831ms
Info 579  [07:32:13.727] Different program with same set of files
Info 580  [07:32:17.644] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 581  [07:32:17.669] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false structureIsReused:: Completely Elapsed: 24.834607999771833ms
Info 582  [07:32:17.669] Different program with same set of files
Info 583  [07:32:17.669] getCompletionData: Get current token: 0.003756999969482422
Info 584  [07:32:17.669] getCompletionData: Is inside comment: 0.01249299943447113
Info 585  [07:32:17.670] getCompletionData: Get previous token: 0.03297199960798025
Info 586  [07:32:17.670] getCompletionsAtPosition: isCompletionListBlocker: 0.018585000187158585
Info 587  [07:32:17.673] getExportInfoMap: cache hit
Info 588  [07:32:17.677] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 589  [07:32:17.677] collectAutoImports: response is complete
Info 590  [07:32:17.677] collectAutoImports: 3.325431000441313
Info 591  [07:32:17.677] getCompletionData: Semantic work: 7.00766299944371
Info 592  [07:32:17.685] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.665271999314427
Info 593  [07:32:18.422] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 594  [07:32:18.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false structureIsReused:: Completely Elapsed: 25.92598700057715ms
Info 595  [07:32:18.448] Different program with same set of files
Info 596  [07:32:18.984] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 597  [07:32:19.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false structureIsReused:: Completely Elapsed: 25.993033000268042ms
Info 598  [07:32:19.010] Different program with same set of files
Info 599  [07:32:20.412] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 600  [07:32:20.436] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false structureIsReused:: Completely Elapsed: 24.54264899995178ms
Info 601  [07:32:20.436] Different program with same set of files
Info 602  [07:34:19.954] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 603  [07:34:20.004] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false structureIsReused:: Completely Elapsed: 49.638439000584185ms
Info 604  [07:34:20.004] Different program with same set of files
Info 605  [07:34:20.861] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 606  [07:34:20.896] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false structureIsReused:: Completely Elapsed: 35.214820000343025ms
Info 607  [07:34:20.896] Different program with same set of files
Info 608  [07:34:20.896] getCompletionData: Get current token: 0.0050999997183680534
Info 609  [07:34:20.896] getCompletionData: Is inside comment: 0.016049999743700027
Info 610  [07:34:20.897] getCompletionData: Get previous token: 0.026338999159634113
Info 611  [07:34:20.897] getCompletionsAtPosition: isCompletionListBlocker: 0.020037999376654625
Info 612  [07:34:20.900] getExportInfoMap: cache hit
Info 613  [07:34:20.905] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 614  [07:34:20.905] collectAutoImports: response is complete
Info 615  [07:34:20.905] collectAutoImports: 4.551180999726057
Info 616  [07:34:20.905] getCompletionData: Semantic work: 8.573049999773502
Info 617  [07:34:20.918] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.32564300019294
Info 618  [07:34:21.592] Format host information updated
Info 619  [07:34:21.593] Format host information updated
Info 620  [07:34:21.593] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 621  [07:34:21.620] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false structureIsReused:: Completely Elapsed: 27.31807899940759ms
Info 622  [07:34:21.620] Different program with same set of files
Info 623  [07:34:21.621] getCompletionData: Get current token: 0.020138000138103962
Info 624  [07:34:21.621] getCompletionData: Is inside comment: 0.007544000633060932
Info 625  [07:34:21.621] getCompletionData: Get previous token: 0.03800200019031763
Info 626  [07:34:21.621] getCompletionsAtPosition: isCompletionListBlocker: 0.01487799920141697
Info 627  [07:34:21.624] getCompletionData: Semantic work: 3.2292099995538592
Info 628  [07:34:21.627] getCompletionData: Get current token: 0.011462000198662281
Info 629  [07:34:21.627] getCompletionData: Is inside comment: 0.003546999767422676
Info 630  [07:34:21.627] getCompletionData: Get previous token: 0.02307299990206957
Info 631  [07:34:21.627] getCompletionsAtPosition: isCompletionListBlocker: 0.010129000060260296
Info 632  [07:34:21.630] getCompletionData: Semantic work: 2.627470999956131
Info 633  [07:34:21.833] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
